# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	977861	978760	+					iolE		Q8725_RS04560	900		old_locus_tag=Q8725_04565
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	977861	978760	+	WP_004098147.1	WP_004098147.1		myo-inosose-2 dehydratase	iolE		Q8725_RS04560	900	299	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	978897	980207	-							Q8725_RS04565	1311		old_locus_tag=Q8725_04570
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	978897	980207	-	WP_009652373.1	WP_009652373.1		ABC transporter substrate-binding protein			Q8725_RS04565	1311	436	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	980407	981477	-							Q8725_RS04570	1071		old_locus_tag=Q8725_04575
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	980407	981477	-	WP_086530341.1	WP_086530341.1		ABC transporter ATP-binding protein			Q8725_RS04570	1071	356	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	981483	982307	-							Q8725_RS04575	825		old_locus_tag=Q8725_04580
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	981483	982307	-	WP_305878778.1	WP_305878778.1		phosphodiesterase			Q8725_RS04575	825	274	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	982318	983205	-							Q8725_RS04580	888		old_locus_tag=Q8725_04585
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	982318	983205	-	WP_004098153.1	WP_004098153.1		carbohydrate ABC transporter permease			Q8725_RS04580	888	295	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	983195	984067	-							Q8725_RS04585	873		old_locus_tag=Q8725_04590
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	983195	984067	-	WP_004098155.1	WP_004098155.1		carbohydrate ABC transporter permease			Q8725_RS04585	873	290	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	984258	985277	-							Q8725_RS04590	1020		old_locus_tag=Q8725_04595
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	984258	985277	-	WP_004108819.1	WP_004108819.1		NAD(P)-dependent alcohol dehydrogenase			Q8725_RS04590	1020	339	
gene	tRNA	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	985512	985596	+							Q8725_RS04595	85		old_locus_tag=Q8725_04600
tRNA		GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	985512	985596	+				tRNA-Leu			Q8725_RS04595	85		anticodon=CAA
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	985760	987031	+							Q8725_RS04600	1272		old_locus_tag=Q8725_04605
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	985760	987031	+	WP_305878779.1	WP_305878779.1		integrase arm-type DNA-binding domain-containing protein			Q8725_RS04600	1272	423	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	987230	988723	+							Q8725_RS04605	1494		old_locus_tag=Q8725_04610
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	987230	988723	+	WP_305878780.1	WP_305878780.1		TIR domain-containing protein			Q8725_RS04605	1494	497	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	989002	989568	-							Q8725_RS04610	567		old_locus_tag=Q8725_04615
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	989002	989568	-	WP_071359098.1	WP_071359098.1		phage polarity suppression protein			Q8725_RS04610	567	188	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	989586	989831	-							Q8725_RS04615	246		old_locus_tag=Q8725_04620
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	989586	989831	-	WP_004098164.1	WP_004098164.1		ogr/Delta-like zinc finger family protein			Q8725_RS04615	246	81	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	989828	990565	-							Q8725_RS04620	738		old_locus_tag=Q8725_04625
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	989828	990565	-	WP_071359099.1	WP_071359099.1		glycoprotein 3			Q8725_RS04620	738	245	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	991125	991391	+							Q8725_RS04625	267		old_locus_tag=Q8725_04630
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	991125	991391	+	WP_004132554.1	WP_004132554.1		AlpA family transcriptional regulator			Q8725_RS04625	267	88	
gene	pseudogene	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	991508	991726	+							Q8725_RS04630	219		partial;pseudo;old_locus_tag=Q8725_04635
CDS	without_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	991508	991726	+				ash family protein			Q8725_RS04630	219		partial;pseudo
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	991751	991945	+							Q8725_RS04635	195		old_locus_tag=Q8725_04640
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	991751	991945	+	WP_023307473.1	WP_023307473.1		host cell division inhibitor Icd-like protein			Q8725_RS04635	195	64	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	991942	992169	+							Q8725_RS04640	228		old_locus_tag=Q8725_04645
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	991942	992169	+	WP_004098168.1	WP_004098168.1		hypothetical protein			Q8725_RS04640	228	75	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	992166	992486	+							Q8725_RS04645	321		old_locus_tag=Q8725_04650
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	992166	992486	+	WP_065889001.1	WP_065889001.1		DUF5375 domain-containing protein			Q8725_RS04645	321	106	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	992500	994842	+							Q8725_RS04650	2343		old_locus_tag=Q8725_04655
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	992500	994842	+	WP_071359101.1	WP_071359101.1		primase-like DNA-binding domain-containing protein			Q8725_RS04650	2343	780	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	995232	995927	+							Q8725_RS04655	696		old_locus_tag=Q8725_04660
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	995232	995927	+	WP_071359102.1	WP_071359102.1		hypothetical protein			Q8725_RS04655	696	231	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	996331	997599	+							Q8725_RS04660	1269		old_locus_tag=Q8725_04665
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	996331	997599	+	WP_197663674.1	WP_197663674.1		integrase arm-type DNA-binding domain-containing protein			Q8725_RS04660	1269	422	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	997905	998192	-							Q8725_RS04665	288		old_locus_tag=Q8725_04670
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	997905	998192	-	WP_197663672.1	WP_197663672.1		hypothetical protein			Q8725_RS04665	288	95	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	998214	999572	-							Q8725_RS04670	1359		old_locus_tag=Q8725_04675
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	998214	999572	-	WP_197663670.1	WP_197663670.1		McrC family protein			Q8725_RS04670	1359	452	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	999569	1001551	-							Q8725_RS04675	1983		old_locus_tag=Q8725_04680
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	999569	1001551	-	WP_197663668.1	WP_197663668.1		AAA family ATPase			Q8725_RS04675	1983	660	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1001581	1004829	-							Q8725_RS04680	3249		old_locus_tag=Q8725_04685
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1001581	1004829	-	WP_197663666.1	WP_197663666.1		type I restriction endonuclease subunit R			Q8725_RS04680	3249	1082	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1004826	1006175	-							Q8725_RS04685	1350		old_locus_tag=Q8725_04690
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1004826	1006175	-	WP_197663664.1	WP_197663664.1		restriction endonuclease subunit S			Q8725_RS04685	1350	449	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1006175	1008535	-							Q8725_RS04690	2361		old_locus_tag=Q8725_04695
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1006175	1008535	-	WP_197663662.1	WP_197663662.1		class I SAM-dependent DNA methyltransferase			Q8725_RS04690	2361	786	
gene	pseudogene	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1008865	1009105	+							Q8725_RS04695	241		partial;pseudo;old_locus_tag=Q8725_04700
CDS	without_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1008865	1009105	+				IS3 family transposase			Q8725_RS04695	241		partial;pseudo
gene	pseudogene	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1009331	1009611	+							Q8725_RS04700	281		partial;pseudo;old_locus_tag=Q8725_04705
CDS	without_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1009331	1009611	+				hypothetical protein			Q8725_RS04700	281		partial;pseudo
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1009712	1011125	+							Q8725_RS04705	1414		partial;old_locus_tag=Q8725_04710
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1009712	1011125	+	WP_305878781.1	WP_305878781.1		LysM domain-containing protein			Q8725_RS04705	1414	470	partial
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1011122	1011790	+							Q8725_RS04710	669		old_locus_tag=Q8725_04715
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1011122	1011790	+	WP_086530373.1	WP_086530373.1		hypothetical protein			Q8725_RS04710	669	222	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1011841	1012545	+							Q8725_RS04715	705		old_locus_tag=Q8725_04720
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1011841	1012545	+	WP_227635110.1	WP_227635110.1		hypothetical protein			Q8725_RS04715	705	234	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1012553	1012819	+							Q8725_RS04720	267		old_locus_tag=Q8725_04725
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1012553	1012819	+	WP_086530374.1	WP_086530374.1		PAAR domain-containing protein			Q8725_RS04720	267	88	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1012823	1013983	+							Q8725_RS04725	1161		old_locus_tag=Q8725_04730
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1012823	1013983	+	WP_197663644.1	WP_197663644.1		hypothetical protein			Q8725_RS04725	1161	386	
gene	pseudogene	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1013970	1014548	+							Q8725_RS04730	579		partial;pseudo;old_locus_tag=Q8725_04735
CDS	without_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1013970	1014548	+				type VI secretion protein VasK			Q8725_RS04730	579		partial;pseudo
gene	pseudogene	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1014545	1014826	-							Q8725_RS04735	282		partial;pseudo;old_locus_tag=Q8725_04740
CDS	without_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1014545	1014826	-				VOC family protein			Q8725_RS04735	282		partial;pseudo
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1014985	1015308	-					symE		Q8725_RS04740	324		old_locus_tag=Q8725_04745
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1014985	1015308	-	WP_004098174.1	WP_004098174.1		endoribonuclease SymE	symE		Q8725_RS04740	324	107	
gene	pseudogene	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1015605	1015912	-							Q8725_RS04745	308		partial;pseudo;old_locus_tag=Q8725_04750
CDS	without_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1015605	1015912	-				DNA/RNA non-specific endonuclease			Q8725_RS04745	308		partial;pseudo
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1016443	1017471	+							Q8725_RS04750	1029		old_locus_tag=Q8725_04755
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1016443	1017471	+	WP_004098175.1	WP_004098175.1		DUF1176 domain-containing protein			Q8725_RS04750	1029	342	
gene	pseudogene	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1017567	1017830	+							Q8725_RS04755	264		partial;pseudo;old_locus_tag=Q8725_04760
CDS	without_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1017567	1017830	+				MFS transporter			Q8725_RS04755	264		partial;pseudo
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1017872	1019215	-							Q8725_RS04760	1344		old_locus_tag=Q8725_04765
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1017872	1019215	-	WP_009654447.1	WP_009654447.1		OprD family outer membrane porin			Q8725_RS04760	1344	447	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1019300	1020079	-							Q8725_RS04765	780		old_locus_tag=Q8725_04770
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1019300	1020079	-	WP_009654458.1	WP_009654458.1		histidine phosphatase family protein			Q8725_RS04765	780	259	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1020575	1021450	+					surE		Q8725_RS04770	876		old_locus_tag=Q8725_04775
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1020575	1021450	+	WP_197664452.1	WP_197664452.1		5'/3'-nucleotidase SurE	surE		Q8725_RS04770	876	291	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1021519	1022643	-							Q8725_RS04775	1125		old_locus_tag=Q8725_04780
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1021519	1022643	-	WP_004098187.1	WP_004098187.1		cupin domain-containing protein			Q8725_RS04775	1125	374	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1023722	1024039	+							Q8725_RS04780	318		old_locus_tag=Q8725_04785
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1023722	1024039	+	WP_004098189.1	WP_004098189.1		hypothetical protein			Q8725_RS04780	318	105	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1024079	1025203	-							Q8725_RS04785	1125		old_locus_tag=Q8725_04790
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1024079	1025203	-	WP_197663642.1	WP_197663642.1		ABC transporter permease			Q8725_RS04785	1125	374	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1025203	1027932	-					rbbA		Q8725_RS04790	2730		old_locus_tag=Q8725_04795
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1025203	1027932	-	WP_032743452.1	WP_032743452.1		ribosome-associated ATPase/putative transporter RbbA	rbbA		Q8725_RS04790	2730	909	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1027929	1028996	-							Q8725_RS04795	1068		old_locus_tag=Q8725_04800
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1027929	1028996	-	WP_042928142.1	WP_042928142.1		HlyD family secretion protein			Q8725_RS04795	1068	355	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1029530	1030927	+							Q8725_RS04800	1398		old_locus_tag=Q8725_04805
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1029530	1030927	+	WP_009652888.1	WP_009652888.1		diguanylate cyclase			Q8725_RS04800	1398	465	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1031080	1032087	-					trpS		Q8725_RS04805	1008		old_locus_tag=Q8725_04810
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1031080	1032087	-	WP_049076854.1	WP_049076854.1		tryptophan--tRNA ligase	trpS		Q8725_RS04805	1008	335	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1032294	1033550	-					mtr		Q8725_RS04810	1257		old_locus_tag=Q8725_04815
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1032294	1033550	-	WP_004098211.1	WP_004098211.1		tryptophan permease	mtr		Q8725_RS04810	1257	418	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1033689	1035077	-					tnaA		Q8725_RS04815	1389		old_locus_tag=Q8725_04820
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1033689	1035077	-	WP_004098213.1	WP_004098213.1		tryptophanase	tnaA		Q8725_RS04815	1389	462	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1035201	1035296	-					tnaC		Q8725_RS04820	96		old_locus_tag=Q8725_04825
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1035201	1035296	-	WP_004098218.1	WP_004098218.1		tryptophanase leader peptide	tnaC		Q8725_RS04820	96	31	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1035538	1035867	-							Q8725_RS04825	330		old_locus_tag=Q8725_04830
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1035538	1035867	-	WP_004098219.1	WP_004098219.1		multidrug efflux SMR transporter			Q8725_RS04825	330	109	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1035885	1036298	-							Q8725_RS04830	414		old_locus_tag=Q8725_04835
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1035885	1036298	-	WP_004098220.1	WP_004098220.1		multidrug efflux SMR transporter			Q8725_RS04830	414	137	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1036318	1037004	-							Q8725_RS04835	687		old_locus_tag=Q8725_04840
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1036318	1037004	-	WP_197663638.1	WP_197663638.1		hypothetical protein			Q8725_RS04835	687	228	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1037017	1037637	-							Q8725_RS04840	621		old_locus_tag=Q8725_04845
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1037017	1037637	-	WP_004098222.1	WP_004098222.1		phosphate propanoyltransferase			Q8725_RS04840	621	206	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1037634	1038056	-							Q8725_RS04845	423		old_locus_tag=Q8725_04850
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1037634	1038056	-	WP_004098223.1	WP_004098223.1		BMC domain-containing protein			Q8725_RS04845	423	140	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1038069	1039016	-					cutD		Q8725_RS04850	948		old_locus_tag=Q8725_04855
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1038069	1039016	-	WP_004098224.1	WP_004098224.1		choline TMA-lyase-activating enzyme	cutD		Q8725_RS04850	948	315	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1039073	1042459	-					cutC		Q8725_RS04855	3387		old_locus_tag=Q8725_04860
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1039073	1042459	-	WP_086530379.1	WP_086530379.1		choline trimethylamine-lyase	cutC		Q8725_RS04855	3387	1128	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1042485	1043639	-							Q8725_RS04860	1155		old_locus_tag=Q8725_04865
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1042485	1043639	-	WP_004098227.1	WP_004098227.1		1-propanol dehydrogenase PduQ			Q8725_RS04860	1155	384	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1043655	1043912	-							Q8725_RS04865	258		old_locus_tag=Q8725_04870
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1043655	1043912	-	WP_004098229.1	WP_004098229.1		EutN/CcmL family microcompartment protein			Q8725_RS04865	258	85	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1043939	1045543	-							Q8725_RS04870	1605		old_locus_tag=Q8725_04875
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1043939	1045543	-	WP_004098231.1	WP_004098231.1		acetaldehyde dehydrogenase (acetylating)			Q8725_RS04870	1605	534	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1045597	1045875	-							Q8725_RS04875	279		old_locus_tag=Q8725_04880
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1045597	1045875	-	WP_002442217.1	WP_002442217.1		BMC domain-containing protein			Q8725_RS04875	279	92	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1045891	1046175	-							Q8725_RS04880	285		old_locus_tag=Q8725_04885
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1045891	1046175	-	WP_004098238.1	WP_004098238.1		BMC domain-containing protein			Q8725_RS04880	285	94	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1046193	1046471	-							Q8725_RS04885	279		old_locus_tag=Q8725_04890
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1046193	1046471	-	WP_004098239.1	WP_004098239.1		BMC domain-containing protein			Q8725_RS04885	279	92	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1046875	1047393	-							Q8725_RS04890	519		old_locus_tag=Q8725_04895
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1046875	1047393	-	WP_004098240.1	WP_004098240.1		FidL-like protein			Q8725_RS04890	519	172	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1047393	1048190	-							Q8725_RS04895	798		old_locus_tag=Q8725_04900
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1047393	1048190	-	WP_109212884.1	WP_109212884.1		helix-turn-helix domain-containing protein			Q8725_RS04895	798	265	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1048208	1048792	-							Q8725_RS04900	585		old_locus_tag=Q8725_04905
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1048208	1048792	-	WP_182011950.1	WP_182011950.1		TetR/AcrR family transcriptional regulator			Q8725_RS04900	585	194	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1048940	1049722	-							Q8725_RS04905	783		old_locus_tag=Q8725_04910
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1048940	1049722	-	WP_109212886.1	WP_109212886.1		NAD(P)H-dependent oxidoreductase			Q8725_RS04905	783	260	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1049810	1050718	+							Q8725_RS04910	909		old_locus_tag=Q8725_04915
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1049810	1050718	+	WP_181250863.1	WP_181250863.1		LysR family transcriptional regulator			Q8725_RS04910	909	302	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1050712	1051155	+							Q8725_RS04915	444		old_locus_tag=Q8725_04920
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1050712	1051155	+	WP_197663634.1	WP_197663634.1		FosA family fosfomycin resistance glutathione transferase			Q8725_RS04915	444	147	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1051195	1052538	-							Q8725_RS04920	1344		old_locus_tag=Q8725_04925
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1051195	1052538	-	WP_148866257.1	WP_148866257.1		APC family permease			Q8725_RS04920	1344	447	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1052535	1053446	-							Q8725_RS04925	912		old_locus_tag=Q8725_04930
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1052535	1053446	-	WP_211800522.1	WP_211800522.1		acetamidase/formamidase family protein			Q8725_RS04925	912	303	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1053899	1054234	-					symE		Q8725_RS04930	336		old_locus_tag=Q8725_04935
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1053899	1054234	-	WP_187228697.1	WP_187228697.1		endoribonuclease SymE	symE		Q8725_RS04930	336	111	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1054452	1056155	-							Q8725_RS04935	1704		old_locus_tag=Q8725_04940
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1054452	1056155	-	WP_305878782.1	WP_305878782.1		restriction endonuclease subunit S			Q8725_RS04935	1704	567	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1056155	1057624	-							Q8725_RS04940	1470		old_locus_tag=Q8725_04945
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	1056155	1057624	-	WP_305878783.1	WP_305878783.1		type I restriction-modification system subunit M			Q8725_RS04940	1470	489	
