# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	738903	740300	-							BHR50_RS03780	1398		old_locus_tag=BHR50_03745
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	738903	740300	-	WP_010929976.1	WP_010929976.1		amidase family protein			BHR50_RS03780	1398	465	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	740340	741992	-							BHR50_RS03785	1653		old_locus_tag=BHR50_03750
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	740340	741992	-	WP_010927038.1	WP_010927038.1		ABC transporter ATP-binding protein			BHR50_RS03785	1653	550	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	741996	742880	-							BHR50_RS03790	885		old_locus_tag=BHR50_03755
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	741996	742880	-	WP_010929977.1	WP_010929977.1		ABC transporter permease			BHR50_RS03790	885	294	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	742880	743821	-							BHR50_RS03795	942		old_locus_tag=BHR50_03760
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	742880	743821	-	WP_010929978.1	WP_010929978.1		ABC transporter permease			BHR50_RS03795	942	313	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	743900	745486	-							BHR50_RS03800	1587		old_locus_tag=BHR50_03765
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	743900	745486	-	WP_224019346.1	WP_224019346.1		ABC transporter substrate-binding protein			BHR50_RS03800	1587	528	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	745686	746501	+							BHR50_RS03805	816		old_locus_tag=BHR50_03770
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	745686	746501	+	WP_010929980.1	WP_010929980.1		IclR family transcriptional regulator			BHR50_RS03805	816	271	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	746569	747138	-							BHR50_RS03810	570		old_locus_tag=BHR50_03775
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	746569	747138	-	WP_003814459.1	WP_003814459.1		TetR/AcrR family transcriptional regulator			BHR50_RS03810	570	189	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	747139	748089	-							BHR50_RS03815	951		old_locus_tag=BHR50_03780
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	747139	748089	-	WP_005013747.1	WP_005013747.1		IS481-like element IS481 family transposase			BHR50_RS03815	951	316	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	748744	749841	+					nspC		BHR50_RS03820	1098		old_locus_tag=BHR50_03785
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	748744	749841	+	WP_003814461.1	WP_003814461.1		carboxynorspermidine decarboxylase	nspC		BHR50_RS03820	1098	365	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	749875	751140	+							BHR50_RS03825	1266		old_locus_tag=BHR50_03790
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	749875	751140	+	WP_003814462.1	WP_003814462.1		saccharopine dehydrogenase family protein			BHR50_RS03825	1266	421	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	751298	752248	+							BHR50_RS03830	951		old_locus_tag=BHR50_03795
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	751298	752248	+	WP_010929591.1	WP_010929591.1		IS481-like element IS481 family transposase			BHR50_RS03830	951	316	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	752492	753082	+							BHR50_RS03835	591		old_locus_tag=BHR50_03805
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	752492	753082	+	WP_010929982.1	WP_010929982.1		YceI family protein			BHR50_RS03835	591	196	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	753098	755542	-							BHR50_RS03840	2445		old_locus_tag=BHR50_03810
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	753098	755542	-	WP_010929983.1	WP_010929983.1		TonB-dependent siderophore receptor			BHR50_RS03840	2445	814	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	755662	756633	-							BHR50_RS03845	972		old_locus_tag=BHR50_03815
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	755662	756633	-	WP_003814467.1	WP_003814467.1		FecR family protein			BHR50_RS03845	972	323	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	756765	757289	+							BHR50_RS03850	525		old_locus_tag=BHR50_03820
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	756765	757289	+	WP_023852739.1	WP_023852739.1		sigma-70 family RNA polymerase sigma factor			BHR50_RS03850	525	174	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	757249	758199	-							BHR50_RS03855	951		old_locus_tag=BHR50_03825
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	757249	758199	-	WP_005012067.1	WP_005012067.1		IS481-like element IS481 family transposase			BHR50_RS03855	951	316	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	758421	760616	-							BHR50_RS03860	2196		old_locus_tag=BHR50_03830
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	758421	760616	-	WP_010929984.1	WP_010929984.1		DUF1156 domain-containing protein			BHR50_RS03860	2196	731	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	760689	761117	-							BHR50_RS03865	429		old_locus_tag=BHR50_03835
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	760689	761117	-	WP_010929985.1	WP_010929985.1		helix-turn-helix transcriptional regulator			BHR50_RS03865	429	142	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	761219	762169	+							BHR50_RS03870	951		old_locus_tag=BHR50_03840
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	761219	762169	+	WP_005012808.1	WP_005012808.1		IS481-like element IS481 family transposase			BHR50_RS03870	951	316	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	762285	762728	-							BHR50_RS03875	444		old_locus_tag=BHR50_03845
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	762285	762728	-	WP_003807452.1	WP_003807452.1		helix-turn-helix transcriptional regulator			BHR50_RS03875	444	147	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	762791	763585	+							BHR50_RS03880	795		old_locus_tag=BHR50_03850
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	762791	763585	+	WP_010925762.1	WP_010925762.1		response regulator transcription factor			BHR50_RS03880	795	264	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	763751	764887	-					proB		BHR50_RS03885	1137		old_locus_tag=BHR50_03855
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	763751	764887	-	WP_003807457.1	WP_003807457.1		glutamate 5-kinase	proB		BHR50_RS03885	1137	378	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	764958	766091	-					obgE		BHR50_RS03890	1134		old_locus_tag=BHR50_03860
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	764958	766091	-	WP_003807459.1	WP_003807459.1		GTPase ObgE	obgE		BHR50_RS03890	1134	377	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	766241	766501	-					rpmA		BHR50_RS03895	261		old_locus_tag=BHR50_03865
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	766241	766501	-	WP_003807460.1	WP_003807460.1		50S ribosomal protein L27	rpmA		BHR50_RS03895	261	86	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	766535	766846	-					rplU		BHR50_RS03900	312		old_locus_tag=BHR50_03870
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	766535	766846	-	WP_003807462.1	WP_003807462.1		50S ribosomal protein L21	rplU		BHR50_RS03900	312	103	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	767271	768419	+							BHR50_RS03905	1149		old_locus_tag=BHR50_03875
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	767271	768419	+	WP_010929987.1	WP_010929987.1		fumarylacetoacetate hydrolase family protein			BHR50_RS03905	1149	382	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	768534	769499	+					ispB		BHR50_RS03910	966		old_locus_tag=BHR50_03880
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	768534	769499	+	WP_010929988.1	WP_010929988.1		octaprenyl diphosphate synthase	ispB		BHR50_RS03910	966	321	
gene	tRNA	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	769546	769622	+							BHR50_RS03915	77		old_locus_tag=BHR50_03885
tRNA		GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	769546	769622	+				tRNA-Pro			BHR50_RS03915	77		anticodon=CGG
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	769768	770634	-							BHR50_RS03920	867		old_locus_tag=BHR50_03890
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	769768	770634	-	WP_010929989.1	WP_010929989.1		LysR substrate-binding domain-containing protein			BHR50_RS03920	867	288	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	770765	772813	+							BHR50_RS03925	2049		old_locus_tag=BHR50_03895
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	770765	772813	+	WP_010929990.1	WP_010929990.1		hydantoinase/oxoprolinase family protein			BHR50_RS03925	2049	682	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	772831	774828	+							BHR50_RS03930	1998		old_locus_tag=BHR50_03900
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	772831	774828	+	WP_010929991.1	WP_010929991.1		hydantoinase B/oxoprolinase family protein			BHR50_RS03930	1998	665	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	774863	776200	+							BHR50_RS03935	1338		old_locus_tag=BHR50_03905
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	774863	776200	+	WP_010929992.1	WP_010929992.1		FAD-binding oxidoreductase			BHR50_RS03935	1338	445	
gene	pseudogene	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	776463	777410	+							BHR50_RS20330	948		partial;pseudo;old_locus_tag=BHR50_03910
CDS	without_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	776463	777410	+				IS481 family transposase			BHR50_RS20330	948		partial;pseudo
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	777438	778316	+							BHR50_RS20335	879		
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	777438	778316	+	WP_023997263.1	WP_023997263.1		tripartite tricarboxylate transporter substrate binding protein			BHR50_RS20335	879	292	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	778371	779852	+							BHR50_RS03945	1482		old_locus_tag=BHR50_03915
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	778371	779852	+	WP_010929993.1	WP_010929993.1		NAD-dependent succinate-semialdehyde dehydrogenase			BHR50_RS03945	1482	493	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	779868	780425	-					cyaC		BHR50_RS03950	558		old_locus_tag=BHR50_03920
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	779868	780425	-	WP_010929994.1	WP_010929994.1		cyclolysin-activating lysine-acyltransferase	cyaC		BHR50_RS03950	558	185	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	780495	780803	-							BHR50_RS19990	309		
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	780495	780803	-	WP_153302771.1	WP_153302771.1		hypothetical protein			BHR50_RS19990	309	102	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	780904	786024	+					cyaA		BHR50_RS03960	5121		old_locus_tag=BHR50_03930
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	780904	786024	+	WP_010929995.1	WP_010929995.1		bifunctional adenylate cyclase toxin/hemolysin CyaA	cyaA		BHR50_RS03960	5121	1706	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	786102	788240	+					cyaB		BHR50_RS03965	2139		old_locus_tag=BHR50_03935
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	786102	788240	+	WP_010929996.1	WP_010929996.1		cyclolysin T1SS permease/ATPase CyaB	cyaB		BHR50_RS03965	2139	712	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	788237	789559	+					cyaD		BHR50_RS03970	1323		old_locus_tag=BHR50_03940
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	788237	789559	+	WP_010929997.1	WP_010929997.1		cyclolysin T1SS periplasmic adaptor subunit CyaD	cyaD		BHR50_RS03970	1323	440	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	789561	790985	+					cyaE		BHR50_RS03975	1425		old_locus_tag=BHR50_03945
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	789561	790985	+	WP_010929998.1	WP_010929998.1		cyclolysin secretion protein CyaE	cyaE		BHR50_RS03975	1425	474	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	791076	791984	+							BHR50_RS03980	909		old_locus_tag=BHR50_03950
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	791076	791984	+	WP_010929999.1	WP_010929999.1		LysR family transcriptional regulator			BHR50_RS03980	909	302	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	792049	792963	+							BHR50_RS03985	915		old_locus_tag=BHR50_03955
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	792049	792963	+	WP_010930000.1	WP_010930000.1		amino acid ABC transporter substrate-binding protein			BHR50_RS03985	915	304	
gene	pseudogene	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	793041	793793	+							BHR50_RS03990	753		partial;pseudo
CDS	without_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	793041	793793	+				amino acid ABC transporter permease			BHR50_RS03990	753		partial;pseudo
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	793801	794484	+							BHR50_RS03995	684		old_locus_tag=BHR50_03965
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	793801	794484	+	WP_003807497.1	WP_003807497.1		ABC transporter permease subunit			BHR50_RS03995	684	227	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	794501	795244	+							BHR50_RS04000	744		old_locus_tag=BHR50_03970
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	794501	795244	+	WP_010930001.1	WP_010930001.1		amino acid ABC transporter ATP-binding protein			BHR50_RS04000	744	247	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	795274	796134	+							BHR50_RS04005	861		old_locus_tag=BHR50_03975
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	795274	796134	+	WP_010930002.1	WP_010930002.1		D-amino acid aminotransferase			BHR50_RS04005	861	286	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	796142	796708	-							BHR50_RS04010	567		old_locus_tag=BHR50_03980
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	796142	796708	-	WP_003818983.1	WP_003818983.1		membrane protein			BHR50_RS04010	567	188	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	796797	797753	-							BHR50_RS04015	957		old_locus_tag=BHR50_03985
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	796797	797753	-	WP_010930003.1	WP_010930003.1		tripartite tricarboxylate transporter substrate binding protein			BHR50_RS04015	957	318	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	797798	798550	-							BHR50_RS04020	753		old_locus_tag=BHR50_03990
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	797798	798550	-	WP_010930004.1	WP_010930004.1		SDR family oxidoreductase			BHR50_RS04020	753	250	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	798547	800292	-							BHR50_RS04025	1746		old_locus_tag=BHR50_03995
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	798547	800292	-	WP_010930005.1	WP_010930005.1		acetolactate synthase catalytic subunit			BHR50_RS04025	1746	581	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	800377	801111	+							BHR50_RS04030	735		old_locus_tag=BHR50_04000
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	800377	801111	+	WP_010930006.1	WP_010930006.1		GntR family transcriptional regulator			BHR50_RS04030	735	244	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	801428	802450	+							BHR50_RS04035	1023		old_locus_tag=BHR50_04005
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	801428	802450	+	WP_010930007.1	WP_010930007.1		autotransporter outer membrane beta-barrel domain-containing protein			BHR50_RS04035	1023	340	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	802466	803188	-							BHR50_RS04040	723		old_locus_tag=BHR50_04010
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	802466	803188	-	WP_023999677.1	WP_023999677.1		GntR family transcriptional regulator			BHR50_RS04040	723	240	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	803333	804340	-							BHR50_RS04045	1008		old_locus_tag=BHR50_04015
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	803333	804340	-	WP_003818991.1	WP_003818991.1		zinc-binding dehydrogenase			BHR50_RS04045	1008	335	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	804381	805913	-							BHR50_RS04050	1533		old_locus_tag=BHR50_04020
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	804381	805913	-	WP_010930009.1	WP_010930009.1		class I adenylate-forming enzyme family protein			BHR50_RS04050	1533	510	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	805910	807028	-							BHR50_RS04055	1119		old_locus_tag=BHR50_04025
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	805910	807028	-	WP_004566042.1	WP_004566042.1		M14 family metallopeptidase			BHR50_RS04055	1119	372	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	807025	807807	-							BHR50_RS04060	783		old_locus_tag=BHR50_04030
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	807025	807807	-	WP_010930010.1	WP_010930010.1		ABC transporter permease			BHR50_RS04060	783	260	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	807819	808682	-							BHR50_RS04065	864		old_locus_tag=BHR50_04035
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	807819	808682	-	WP_003818996.1	WP_003818996.1		ABC transporter ATP-binding protein			BHR50_RS04065	864	287	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	808701	809798	-							BHR50_RS04070	1098		old_locus_tag=BHR50_04040
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	808701	809798	-	WP_010930011.1	WP_010930011.1		ABC transporter substrate-binding protein			BHR50_RS04070	1098	365	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	809867	810793	-							BHR50_RS04075	927		old_locus_tag=BHR50_04045
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	809867	810793	-	WP_010930012.1	WP_010930012.1		VOC family protein			BHR50_RS04075	927	308	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	810828	812522	-							BHR50_RS04080	1695		old_locus_tag=BHR50_04050
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	810828	812522	-	WP_010930013.1	WP_010930013.1		thiamine pyrophosphate-binding protein			BHR50_RS04080	1695	564	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	812722	813657	-							BHR50_RS04085	936		old_locus_tag=BHR50_04055
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	812722	813657	-	WP_010930014.1	WP_010930014.1		mechanosensitive ion channel family protein			BHR50_RS04085	936	311	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	813763	814713	-							BHR50_RS04090	951		old_locus_tag=BHR50_04060
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	813763	814713	-	WP_010931070.1	WP_010931070.1		IS481-like element IS481 family transposase			BHR50_RS04090	951	316	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	814812	815468	-							BHR50_RS04095	657		old_locus_tag=BHR50_04065
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	814812	815468	-	WP_010930050.1	WP_010930050.1		DUF4136 domain-containing protein			BHR50_RS04095	657	218	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	815616	818324	+					pepN		BHR50_RS04100	2709		old_locus_tag=BHR50_04070
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	815616	818324	+	WP_010930049.1	WP_010930049.1		aminopeptidase N	pepN		BHR50_RS04100	2709	902	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	818334	819353	+							BHR50_RS04105	1020		old_locus_tag=BHR50_04075
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	818334	819353	+	WP_003813068.1	WP_003813068.1		class 1 fructose-bisphosphatase			BHR50_RS04105	1020	339	
gene	pseudogene	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	819350	820299	-							BHR50_RS04110	950		pseudo;old_locus_tag=BHR50_04080
CDS	without_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	819350	820299	-				IS481-like element IS481 family transposase			BHR50_RS04110	950		pseudo
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	820398	820886	-					ispF		BHR50_RS04120	489		old_locus_tag=BHR50_04085
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	820398	820886	-	WP_003813893.1	WP_003813893.1		2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	ispF		BHR50_RS04120	489	162	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	820883	821566	-					ispD		BHR50_RS04125	684		old_locus_tag=BHR50_04090
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	820883	821566	-	WP_003813895.1	WP_003813895.1		2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	ispD		BHR50_RS04125	684	227	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	821596	825051	+					mfd		BHR50_RS04130	3456		old_locus_tag=BHR50_04095
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	821596	825051	+	WP_010926959.1	WP_010926959.1		transcription-repair coupling factor	mfd		BHR50_RS04130	3456	1151	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	825087	825947	+					serB		BHR50_RS04135	861		old_locus_tag=BHR50_04100
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	825087	825947	+	WP_010930046.1	WP_010930046.1		phosphoserine phosphatase SerB	serB		BHR50_RS04135	861	286	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	826076	826993	-							BHR50_RS04140	918		old_locus_tag=BHR50_04105
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	826076	826993	-	WP_010930045.1	WP_010930045.1		LysR family transcriptional regulator			BHR50_RS04140	918	305	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	827131	828111	+							BHR50_RS04145	981		old_locus_tag=BHR50_04110
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	827131	828111	+	WP_010930044.1	WP_010930044.1		tripartite tricarboxylate transporter substrate binding protein			BHR50_RS04145	981	326	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	828171	829961	+							BHR50_RS04150	1791		old_locus_tag=BHR50_04115
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	828171	829961	+	WP_003813904.1	WP_003813904.1		acetolactate synthase catalytic subunit			BHR50_RS04150	1791	596	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	829958	830734	+							BHR50_RS04155	777		old_locus_tag=BHR50_04120
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	829958	830734	+	WP_010930042.1	WP_010930042.1		SDR family oxidoreductase			BHR50_RS04155	777	258	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	830744	831262	-							BHR50_RS04160	519		old_locus_tag=BHR50_04125
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	830744	831262	-	WP_010930041.1	WP_010930041.1		GNAT family protein			BHR50_RS04160	519	172	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	831375	833645	-							BHR50_RS04165	2271		old_locus_tag=BHR50_04130
